ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Children_Cytoplasm_Count,Intensity_IntegratedIntensityEdge_CropBlue,Intensity_IntegratedIntensity_CropBlue,Intensity_LowerQuartileIntensity_CropBlue,Intensity_MADIntensity_CropBlue,Intensity_MassDisplacement_CropBlue,Intensity_MaxIntensityEdge_CropBlue,Intensity_MaxIntensity_CropBlue,Intensity_MeanIntensityEdge_CropBlue,Intensity_MeanIntensity_CropBlue,Intensity_MedianIntensity_CropBlue,Intensity_MinIntensityEdge_CropBlue,Intensity_MinIntensity_CropBlue,Intensity_StdIntensityEdge_CropBlue,Intensity_StdIntensity_CropBlue,Intensity_UpperQuartileIntensity_CropBlue,Location_CenterMassIntensity_X_CropBlue,Location_CenterMassIntensity_Y_CropBlue,Location_CenterMassIntensity_Z_CropBlue,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_CropBlue,Location_MaxIntensity_Y_CropBlue,Location_MaxIntensity_Z_CropBlue,Number_Object_Number,Parent_Nuclei,Texture_AngularSecondMoment_CropBlue_3_00_256,Texture_AngularSecondMoment_CropBlue_3_01_256,Texture_AngularSecondMoment_CropBlue_3_02_256,Texture_AngularSecondMoment_CropBlue_3_03_256,Texture_Contrast_CropBlue_3_00_256,Texture_Contrast_CropBlue_3_01_256,Texture_Contrast_CropBlue_3_02_256,Texture_Contrast_CropBlue_3_03_256,Texture_Correlation_CropBlue_3_00_256,Texture_Correlation_CropBlue_3_01_256,Texture_Correlation_CropBlue_3_02_256,Texture_Correlation_CropBlue_3_03_256,Texture_DifferenceEntropy_CropBlue_3_00_256,Texture_DifferenceEntropy_CropBlue_3_01_256,Texture_DifferenceEntropy_CropBlue_3_02_256,Texture_DifferenceEntropy_CropBlue_3_03_256,Texture_DifferenceVariance_CropBlue_3_00_256,Texture_DifferenceVariance_CropBlue_3_01_256,Texture_DifferenceVariance_CropBlue_3_02_256,Texture_DifferenceVariance_CropBlue_3_03_256,Texture_Entropy_CropBlue_3_00_256,Texture_Entropy_CropBlue_3_01_256,Texture_Entropy_CropBlue_3_02_256,Texture_Entropy_CropBlue_3_03_256,Texture_InfoMeas1_CropBlue_3_00_256,Texture_InfoMeas1_CropBlue_3_01_256,Texture_InfoMeas1_CropBlue_3_02_256,Texture_InfoMeas1_CropBlue_3_03_256,Texture_InfoMeas2_CropBlue_3_00_256,Texture_InfoMeas2_CropBlue_3_01_256,Texture_InfoMeas2_CropBlue_3_02_256,Texture_InfoMeas2_CropBlue_3_03_256,Texture_InverseDifferenceMoment_CropBlue_3_00_256,Texture_InverseDifferenceMoment_CropBlue_3_01_256,Texture_InverseDifferenceMoment_CropBlue_3_02_256,Texture_InverseDifferenceMoment_CropBlue_3_03_256,Texture_SumAverage_CropBlue_3_00_256,Texture_SumAverage_CropBlue_3_01_256,Texture_SumAverage_CropBlue_3_02_256,Texture_SumAverage_CropBlue_3_03_256,Texture_SumEntropy_CropBlue_3_00_256,Texture_SumEntropy_CropBlue_3_01_256,Texture_SumEntropy_CropBlue_3_02_256,Texture_SumEntropy_CropBlue_3_03_256,Texture_SumVariance_CropBlue_3_00_256,Texture_SumVariance_CropBlue_3_01_256,Texture_SumVariance_CropBlue_3_02_256,Texture_SumVariance_CropBlue_3_03_256,Texture_Variance_CropBlue_3_00_256,Texture_Variance_CropBlue_3_01_256,Texture_Variance_CropBlue_3_02_256,Texture_Variance_CropBlue_3_03_256
1,1,377,486,149,37,122,19,135.3713527851459,28.151193633952253,1.164776285793416,398,0.762848540643162,21.909160375631842,1,0.7757201646090535,0.8585339624414017,27.524880746363767,26.30589287593181,8.246211251235321,3.60922767436547,3.1622776601683795,16.941277890162954,17.796960929490115,-86.2100120890721,74.2842712474619,0.9472361809045227,1,4.133333470672369,53.529413025826216,0.09019608050584793,0.05098039656877518,0.5219110245799332,0.08627451211214066,0.27843138575553894,0.06262626470715711,0.14198783295975123,0.1411764770746231,0.04313725605607033,0.04313725605607033,0.009458433882065779,0.060418677573027206,0.1921568661928177,134.95128205303706,27.841465208386193,0.0,135.3713527851459,28.151193633952253,0,133.0,28.0,0.0,1,1,0.0022576588934613622,0.0023709307901326653,0.002151433528122717,0.0022320273277780666,126.12037037037037,390.6094890510949,249.1722972972973,239.37769784172662,0.7151704298312811,0.1379789742330045,0.44571108802393433,0.46075338517048886,4.442786184512956,5.02956093081598,4.894542513635725,4.813887655121186,0.0005421874206167761,0.00027921294898535735,0.00032450806662518355,0.000377146324507141,8.938186529158031,8.822448962506781,8.944217639262982,8.877933878478906,-0.4270309970881469,-0.451609371102522,-0.43370030569275947,-0.44378522095803496,0.9960902574390006,0.9970855246287131,0.99646341169911,0.9968330839771729,0.10713890148188507,0.033715538532281125,0.07128367981017095,0.06851487696109804,77.54012345679013,80.85766423357663,79.64527027027027,80.83812949640287,6.41125401207157,6.199511578419351,6.403401554270629,6.356535039591754,759.4644394909301,515.6549230113505,649.8978154674933,648.445020961648,221.39620246532513,226.5661030156109,224.76752819119793,221.9556797008447
1,2,646,1178,48,59,10,28,30.575851393188856,45.72291021671827,1.557189190506115,744,0.6921448964481473,28.679483013103898,1,0.5483870967741935,0.6421827264771737,34.810742486425106,37.05401462729781,11.661903789690601,4.3585708023824115,4.0,24.421458664709238,25.1249519335281,-67.73035992111464,112.43250352560273,0.8682795698924731,1,1.1529412218369544,29.64313819166273,0.007843137718737125,0.011764706578105688,5.293278776634862,0.07058823853731155,0.24705882370471954,0.01200980439413494,0.04588721082300732,0.01568627543747425,0.003921568859368563,0.003921568859368563,0.012929938223010376,0.05496162471232049,0.0784313753247261,25.375049636182084,46.70803015433416,0.0,30.575851393188856,45.72291021671827,0,21.0,51.0,0.0,2,2,0.03968186735132741,0.027662539507873427,0.03686502743287188,0.029327786084839238,99.5956678700361,195.875751503006,99.12806026365348,137.29063097514342,0.7660613382613701,0.558175375501839,0.7737210837783485,0.6825287330522686,3.913711297746307,4.384565407596959,3.870530710043571,4.11161013004159,0.0015091892763410845,0.0011279045675895885,0.001661430978874295,0.0013936541792072318,7.062735417369643,7.416684011695477,7.137469829370735,7.424259170103713,-0.42554051112738234,-0.36988801044290837,-0.42705026018282155,-0.3797669845454692,0.9889508310881254,0.982581684911413,0.9895746634371879,0.9844812602591415,0.3574711574278472,0.310341266166146,0.37815097318453705,0.34093112827694194,25.93140794223827,26.873747494989978,26.70244821092279,26.915869980879542,5.425550896744572,5.555888664888911,5.455298126211589,5.572145063341725,751.8725514473015,690.7916755354397,777.0301070006134,727.6105129620626,212.86705482933442,221.6668567596114,219.0395418160668,216.22528598430148
1,3,876,1260,103,67,67,32,83.90753424657534,48.789954337899545,2.1521059045400666,1002,0.1930007191179442,33.396973533360814,1,0.6952380952380952,0.4646611478972329,34.849404910567536,37.12142238654117,13.0,4.659867207472976,4.0,32.887687665751145,34.19418783789718,-34.620921900557164,153.9177848998413,0.874251497005988,1,1.713725560810417,61.027452730573714,0.007843137718737125,0.015686274971812963,3.518976030890915,0.07058823853731155,0.3333333432674408,0.01250894569934611,0.06966604192987867,0.019607843831181526,0.003921568859368563,0.003921568859368563,0.013728825681154327,0.0839561426537547,0.125490203499794,87.12517670796251,47.36518442782175,0.0,83.90753424657534,48.789954337899545,0,91.0,43.0,0.0,3,3,0.013327986862958508,0.00813432198713584,0.013903249909431231,0.008112618123003915,215.98155467720684,450.0894660894661,194.2554945054945,225.42836676217766,0.7802008511574283,0.5547864578835043,0.8055961496036012,0.7725820230461133,4.460750338226298,5.089813819584235,4.371141487127067,4.614229569843005,0.0008570819865918059,0.00044450558768582593,0.0009230071392422287,0.0006380698847057213,8.211473162683411,8.514464345466838,8.163490542164839,8.542856677523133,-0.4168082565063081,-0.40060219321415,-0.44868112521503173,-0.39607993750692255,0.9933524113642235,0.9929509548418732,0.9955421853004134,0.9926177708375675,0.26923871874688216,0.1921541150102476,0.31550059266300806,0.19270827578108435,39.71541501976285,41.968253968253975,40.901098901098905,41.72922636103152,6.1430003206478805,6.291033555952338,6.186438347461753,6.301865564125052,1749.2813302296029,1571.8142880047635,1804.2182405506583,1757.074246106354,491.3157212267026,505.4759385235576,499.61843376403795,495.6256532171328
1,4,579,899,31,78,0,49,11.459412780656304,64.18998272884284,1.3539882855508705,635,0.4272619325552921,27.151532118863187,1,0.6440489432703004,0.7385588270382633,29.562694822926428,34.9857113690718,11.40175425099138,4.312063670023951,4.0,25.45584412271571,26.728456885008892,-46.11521696182811,99.25483399593904,0.9118110236220472,1,2.0823530168272555,57.38431514939293,0.019607843831181526,0.05490196403115988,2.2177868453551097,0.14509804546833038,0.3490196168422699,0.029328915729961345,0.0991093525896251,0.06666667014360428,0.003921568859368563,0.003921568859368563,0.03261061186571843,0.08519467694900149,0.18039216101169586,13.36253673913252,65.3287090744167,0.0,11.459412780656304,64.18998272884284,0,19.0,61.0,0.0,4,4,0.0038171723180646412,0.0022935301599216044,0.0034459541403724465,0.00299282270436117,256.9817073170732,400.57305936073055,249.15746421267897,445.517094017094,0.7324796314404302,0.5771456747108235,0.742520660006248,0.5320534104849703,4.792890783509122,5.241993855656582,4.8190306797953895,5.30491303805874,0.0004561878952122858,0.00024455054917305497,0.0004198757579263687,0.00022110210144398186,8.914807098673142,9.10925253448739,8.91331359541207,9.150191600683364,-0.43351005482387783,-0.41928821443235637,-0.4266227968015599,-0.399751096309661,0.9963952626848717,0.9960087823253815,0.9960135720821554,0.9948155385965537,0.16737564520946707,0.10837753270318598,0.14845875182550125,0.11168257529817177,56.37601626016261,59.37214611872145,56.261758691206545,58.27777777777777,6.602045528358728,6.539003303810666,6.484490328681297,6.656796402267613,1664.2305629916054,1494.0418725631257,1686.2014210378848,1458.6194207027543,480.3030675771697,473.6537329809638,483.8397213126409,476.034128679962
1,5,474,891,55,84,28,51,40.4451476793249,67.60548523206751,1.46223166595807,573,0.6434942430735817,24.566553364370574,1,0.531986531986532,0.6838861606411657,28.908780567813302,33.24154027718932,9.848857801796104,3.7854098464278167,3.1622776601683795,23.25510696599781,22.12825359193901,14.73130070184742,93.32590180780451,0.8272251308900523,1,1.807843193411827,28.345098846126348,0.0117647061124444,0.023529413156211376,4.198371976167998,0.10196078568696976,0.239215686917305,0.022319051770516383,0.05979978659520326,0.0313725508749485,0.003921568859368563,0.003921568859368563,0.021316428059937772,0.057894158408309665,0.10784313827753067,40.84836745974522,71.78444934521212,0.0,40.4451476793249,67.60548523206751,0,40.0,74.0,0.0,5,5,0.02262811634349031,0.009485363694636921,0.013060964181591006,0.020474039253991005,127.37368421052633,206.1878453038674,81.18112244897961,138.54972375690605,0.7306499096985191,0.5713964155816225,0.8258238542698232,0.7032371415983161,4.273532854886197,4.638621388534997,4.114228557988343,4.431566363382614,0.0009977847982681938,0.0005679435787603215,0.0009536462868185768,0.0007976128058409081,7.698092802428,8.03116799436875,7.91547216892669,7.851857707754272,-0.4612560427126831,-0.41621977344479055,-0.43141677383071597,-0.42603108165540277,0.9950374968365077,0.9926323913889786,0.9935520742250538,0.9928463863627326,0.2878331980969951,0.17073916778035333,0.23311617051187894,0.24824242727413903,34.27894736842105,35.3646408839779,34.2780612244898,34.00276243093923,5.845981985296898,5.941528188473763,5.898380794379171,5.896249639199121,818.4116620498617,755.9499099539089,850.9915595064556,795.1906001037819,236.44633656509689,240.53443881444394,233.043170488859,233.43508096517184
1,6,292,560,146,91,118,71,133.35616438356163,80.17123287671232,1.3423959200923872,347,0.6854437061367092,19.281751659604673,1,0.5214285714285715,0.7449367098278855,23.362848811642863,28.160255680657446,7.810249675906654,3.1465080192684294,2.8284271247461903,16.972155256597617,17.01108889173011,50.865311846718555,70.18376618407356,0.8414985590778098,1,2.2627451829612255,25.439216452650726,0.0313725508749485,0.05098039284348488,1.6090112229623657,0.09803921729326248,0.21960784494876862,0.03771241971602043,0.08712060428989975,0.09019608050584793,0.007843137718737125,0.007843137718737125,0.027423812599856767,0.05598176961427949,0.13333334028720856,133.2407892742843,78.56636350515024,0.0,133.35616438356163,80.17123287671232,0,130.0,78.0,0.0,6,6,0.004115264565992865,0.0031935871056241413,0.00315881653843748,0.003353057199211045,147.8879310344828,180.02777777777777,166.5844748858447,318.81538461538463,0.642409669124092,0.5488872800393574,0.5553469509694748,0.2250798534108741,4.561838825378959,4.6757511224397525,4.677253117816465,5.035339382626906,0.0006224704098105373,0.0005149574354628896,0.0004768417275324289,0.0003109195182495843,8.309357396259063,8.409844330807076,8.439125986522054,8.349562813716325,-0.45500760978235555,-0.4467338505704837,-0.4320491233523101,-0.4493972585236772,0.9962483523837851,0.9960286893085657,0.9952115821424516,0.9960376641492372,0.15979441877179365,0.08874786053576203,0.09755902648495297,0.08095071753799514,49.043103448275865,50.129629629629626,52.00913242009132,51.738461538461536,6.150238914770618,6.1762845098614285,6.182784081224554,6.0745703138260705,679.2481420927465,618.1220850480113,582.6939805258444,504.0187771203159,206.78401828180733,199.5374657064474,187.31961385292243,205.7085404339249
1,7,1023,1485,92,95,47,62,68.42326490713587,77.6236559139785,1.3248273817105032,1107,0.6380625130515634,36.09049811604256,1,0.6888888888888889,0.7548153169274672,41.35733387184798,44.553338819890925,15.231546211727817,5.824985969388093,5.0,31.587858706780963,31.84450870670654,85.83523753225462,130.5035713374682,0.924119241192412,1,3.572549122851342,102.12157129077241,0.027450980618596077,0.06666667014360428,2.8992989210616047,0.11764705926179886,0.2823529541492462,0.032477719298648566,0.09982558288443051,0.09019608050584793,0.003921568859368563,0.003921568859368563,0.02667155198380995,0.07473128165150482,0.16862745583057404,67.79824123472596,80.45478283494057,0.0,68.42326490713587,77.6236559139785,0,60.0,79.0,0.0,7,7,0.004247613590948798,0.0020154611814194407,0.002297452190874542,0.001961195240670632,97.399565689468,257.154555940023,166.1524663677131,206.0825581395348,0.866977370239407,0.6476733307918038,0.7716840683467154,0.7166142024466055,4.209905209151197,4.993753196962045,4.670596666819329,4.824947780652021,0.0008776463530899895,0.0003741326206617198,0.000490716070669553,0.0004018553744468481,9.312520764634593,9.78134874367585,9.6303084999177,9.769500464596737,-0.3913710511019398,-0.32130841160825246,-0.34619086340577004,-0.3253677086050112,0.994602505716265,0.9881041002730524,0.9910892344115042,0.9887090967764581,0.24757872856144483,0.12320225884150705,0.1186820764764828,0.11606675006365852,54.26384364820848,56.39331026528258,55.544843049327355,56.408139534883716,6.671980884326734,6.699365557994012,6.726724196184181,6.715680254070965,1367.006390872405,1202.596172087126,1289.3085272175185,1248.3485383991347,366.1014891404684,364.93768200678767,363.8652483963085,363.6077741346679
1,8,968,1560,39,104,0,64,17.672520661157026,86.75619834710744,1.4230458920566298,1115,0.7485354443578018,35.10692067532608,1,0.6205128205128205,0.7027180258781178,44.3162947485218,46.61544808322666,13.038404810405298,5.191898191427936,5.0,32.03560232793761,29.385903759352757,-55.39618296996232,131.5685424949238,0.8681614349775785,1,3.8000000971369445,97.76078704325482,0.019607843831181526,0.04313725512474775,5.989998419056021,0.125490203499794,0.42352941632270813,0.04130434888192331,0.10099254859840374,0.054901961237192154,0.003921568859368563,0.003921568859368563,0.0321590001605465,0.10252266754976841,0.1568627506494522,23.303140908570946,84.71262385869112,0.0,17.672520661157026,86.75619834710744,0,27.0,83.0,0.0,8,8,0.004784260843145333,0.004767533818938608,0.00761191793944275,0.003980470030754805,205.9458186101296,312.35870967741926,154.5357561547479,342.10353227771003,0.8590316458360086,0.7962440065841234,0.8947600133298895,0.7651553988101242,4.723595955567662,4.870594444334275,4.409489394738758,5.088530186412935,0.0004198711551771598,0.00041053075674738734,0.0005988155180960824,0.0003158158363556781,9.075834966485981,9.007086811872414,8.890506652347128,9.324156458674835,-0.4520925814530322,-0.47012681790642835,-0.47965111315922193,-0.43368459943290577,0.9975048376804863,0.9980263637412006,0.9981672144554702,0.9971347406221964,0.18537517448173566,0.18339280322943316,0.26308769218910105,0.15417149959424375,55.597173144876315,57.18709677419355,55.21805392731535,57.67478684531059,6.734635594308237,6.697803465856099,6.737761824177244,6.85153194564574,2715.9272476037086,2753.6488657648283,2782.2900843722387,2571.3424702651623,730.4682665534589,766.5018938605618,734.2064601317471,728.3615006357182
1,9,484,784,136,107,108,79,119.07851239669421,92.01859504132231,1.2370429120939808,521,0.39288734623867594,24.824341676101277,1,0.6173469387755102,0.8083793942986739,26.38104962058725,27.459060435491963,10.816653826391969,4.101877091997542,3.605551275463989,23.75100723816963,24.259659987033697,-3.4766626198951007,86.74011537017762,0.9289827255278311,1,1.6901961378753185,33.45490287709981,0.0235294122248888,0.03529411740601063,1.0595620092434785,0.0470588244497776,0.2980392277240753,0.023805579406694626,0.06912170015929714,0.05098039284348488,0.0117647061124444,0.0117647061124444,0.008437155967682908,0.05243409269097203,0.10588235408067703,118.8649630915415,90.98077600810849,0.0,119.07851239669421,92.01859504132231,0,122.0,94.0,0.0,9,9,0.0036473653770809893,0.004072022160664819,0.003240029601805959,0.003081707462938597,148.8229426433915,241.37105263157898,136.16708229426433,224.24137931034483,0.5981746953443099,0.37511128718749054,0.62748252968621,0.40850417698230695,4.459835443401384,4.672525930367412,4.433005544084512,4.836909353332587,0.0006431015220858471,0.0005745831676687523,0.0006342174266600016,0.00042335500694026833,8.585700779935987,8.570881448375712,8.655531985143154,8.767403132514335,-0.35899568574493546,-0.35304194440712533,-0.3468007947190231,-0.3210723029560138,0.9882484501599808,0.9872376264568107,0.9866721460010267,0.9823599517456965,0.16906936877685802,0.16007764302237634,0.16636507563251662,0.11650934978073801,39.596009975062344,40.08157894736843,39.84788029925187,40.6551724137931,6.137187270554021,6.085517276156718,6.0879603101214235,6.038210923657468,591.9116050273321,531.1538711911353,594.8970590978915,533.976584651971,185.18363691768087,193.1312309556788,182.76603534803883,189.55449099057893
1,10,757,1258,117,105,80,71,97.91281373844122,87.2443857331572,1.7884051710081594,960,0.6175760077841116,31.045810270703488,1,0.6017488076311606,0.5591574080700518,37.05713074761838,39.81205847478876,11.0,4.324165192964525,4.0,31.50482258565895,29.1458485350389,-30.863569728645,130.43250352560273,0.7885416666666667,1,5.5529413456097245,78.71764919254929,0.05098039284348488,0.05098039656877518,2.4602937827636997,0.1921568661928177,0.24313725531101227,0.04957983344294397,0.10398632654233723,0.10588235408067703,0.0117647061124444,0.0117647061124444,0.04566041267663454,0.05953823693872086,0.15294118225574493,96.83644695837431,89.45673291483419,0.0,97.91281373844122,87.2443857331572,0,100.0,96.0,0.0,10,10,0.0016941913775569192,0.0016183155913795644,0.0018063511456497356,0.0016514718380591824,115.08755760368666,166.1767676767677,48.234177215189874,117.5348837209302,0.7297024259703673,0.6148765931758122,0.8840511732463308,0.70998258756239,4.470980419635301,4.69309015000802,3.8353841510846003,4.4661660030184684,0.0005697492867178645,0.00042618066774979834,0.0009832387410862325,0.0005924965068168044,9.517578547379237,9.487272140979588,9.375604424094297,9.485568577286546,-0.32481590968115914,-0.3289151825924891,-0.3469687259381002,-0.32612780568890937,0.9874463215203119,0.9879877952381232,0.9901873087057871,0.9875135800608459,0.11061341271524044,0.09902696818548201,0.1599293606006386,0.1355232164906837,57.956989247311824,58.97811447811447,57.55379746835443,58.720930232558146,6.521144312474032,6.500037069747182,6.570731828305883,6.4922580436718595,736.4743405513436,696.8025513269617,783.7565995032842,693.0018542841676,212.89047453875764,215.74482975093304,207.99769417961886,202.63418450127426
