ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Children_Cells_Count,Children_Cytoplasm_Count,Intensity_IntegratedIntensityEdge_CropBlue,Intensity_IntegratedIntensity_CropBlue,Intensity_LowerQuartileIntensity_CropBlue,Intensity_MADIntensity_CropBlue,Intensity_MassDisplacement_CropBlue,Intensity_MaxIntensityEdge_CropBlue,Intensity_MaxIntensity_CropBlue,Intensity_MeanIntensityEdge_CropBlue,Intensity_MeanIntensity_CropBlue,Intensity_MedianIntensity_CropBlue,Intensity_MinIntensityEdge_CropBlue,Intensity_MinIntensity_CropBlue,Intensity_StdIntensityEdge_CropBlue,Intensity_StdIntensity_CropBlue,Intensity_UpperQuartileIntensity_CropBlue,Location_CenterMassIntensity_X_CropBlue,Location_CenterMassIntensity_Y_CropBlue,Location_CenterMassIntensity_Z_CropBlue,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_CropBlue,Location_MaxIntensity_Y_CropBlue,Location_MaxIntensity_Z_CropBlue,Number_Object_Number,Texture_AngularSecondMoment_CropBlue_3_00_256,Texture_AngularSecondMoment_CropBlue_3_01_256,Texture_AngularSecondMoment_CropBlue_3_02_256,Texture_AngularSecondMoment_CropBlue_3_03_256,Texture_Contrast_CropBlue_3_00_256,Texture_Contrast_CropBlue_3_01_256,Texture_Contrast_CropBlue_3_02_256,Texture_Contrast_CropBlue_3_03_256,Texture_Correlation_CropBlue_3_00_256,Texture_Correlation_CropBlue_3_01_256,Texture_Correlation_CropBlue_3_02_256,Texture_Correlation_CropBlue_3_03_256,Texture_DifferenceEntropy_CropBlue_3_00_256,Texture_DifferenceEntropy_CropBlue_3_01_256,Texture_DifferenceEntropy_CropBlue_3_02_256,Texture_DifferenceEntropy_CropBlue_3_03_256,Texture_DifferenceVariance_CropBlue_3_00_256,Texture_DifferenceVariance_CropBlue_3_01_256,Texture_DifferenceVariance_CropBlue_3_02_256,Texture_DifferenceVariance_CropBlue_3_03_256,Texture_Entropy_CropBlue_3_00_256,Texture_Entropy_CropBlue_3_01_256,Texture_Entropy_CropBlue_3_02_256,Texture_Entropy_CropBlue_3_03_256,Texture_InfoMeas1_CropBlue_3_00_256,Texture_InfoMeas1_CropBlue_3_01_256,Texture_InfoMeas1_CropBlue_3_02_256,Texture_InfoMeas1_CropBlue_3_03_256,Texture_InfoMeas2_CropBlue_3_00_256,Texture_InfoMeas2_CropBlue_3_01_256,Texture_InfoMeas2_CropBlue_3_02_256,Texture_InfoMeas2_CropBlue_3_03_256,Texture_InverseDifferenceMoment_CropBlue_3_00_256,Texture_InverseDifferenceMoment_CropBlue_3_01_256,Texture_InverseDifferenceMoment_CropBlue_3_02_256,Texture_InverseDifferenceMoment_CropBlue_3_03_256,Texture_SumAverage_CropBlue_3_00_256,Texture_SumAverage_CropBlue_3_01_256,Texture_SumAverage_CropBlue_3_02_256,Texture_SumAverage_CropBlue_3_03_256,Texture_SumEntropy_CropBlue_3_00_256,Texture_SumEntropy_CropBlue_3_01_256,Texture_SumEntropy_CropBlue_3_02_256,Texture_SumEntropy_CropBlue_3_03_256,Texture_SumVariance_CropBlue_3_00_256,Texture_SumVariance_CropBlue_3_01_256,Texture_SumVariance_CropBlue_3_02_256,Texture_SumVariance_CropBlue_3_03_256,Texture_Variance_CropBlue_3_00_256,Texture_Variance_CropBlue_3_01_256,Texture_Variance_CropBlue_3_02_256,Texture_Variance_CropBlue_3_03_256
1,1,377,486,149,37,122,19,135.3713527851459,28.151193633952253,1.164776285793416,398,0.762848540643162,21.909160375631842,1,0.7757201646090535,0.8585339624414017,27.524880746363767,26.30589287593181,8.246211251235321,3.60922767436547,3.1622776601683795,16.941277890162954,17.796960929490115,-86.2100120890721,74.2842712474619,0.9472361809045227,1,1,4.133333470672369,53.529413025826216,0.09019608050584793,0.05098039656877518,0.5219110245799332,0.08627451211214066,0.27843138575553894,0.06262626470715711,0.14198783295975123,0.1411764770746231,0.04313725605607033,0.04313725605607033,0.009458433882065779,0.060418677573027206,0.1921568661928177,134.95128205303706,27.841465208386193,0.0,135.3713527851459,28.151193633952253,0,133.0,28.0,0.0,1,0.0022576588934613622,0.0023709307901326653,0.002151433528122717,0.0022320273277780666,126.12037037037037,390.6094890510949,249.1722972972973,239.37769784172662,0.7151704298312811,0.1379789742330045,0.44571108802393433,0.46075338517048886,4.442786184512956,5.02956093081598,4.894542513635725,4.813887655121186,0.0005421874206167761,0.00027921294898535735,0.00032450806662518355,0.000377146324507141,8.938186529158031,8.822448962506781,8.944217639262982,8.877933878478906,-0.4270309970881469,-0.451609371102522,-0.43370030569275947,-0.44378522095803496,0.9960902574390006,0.9970855246287131,0.99646341169911,0.9968330839771729,0.10713890148188507,0.033715538532281125,0.07128367981017095,0.06851487696109804,77.54012345679013,80.85766423357663,79.64527027027027,80.83812949640287,6.41125401207157,6.199511578419351,6.403401554270629,6.356535039591754,759.4644394909301,515.6549230113505,649.8978154674933,648.445020961648,221.39620246532513,226.5661030156109,224.76752819119793,221.9556797008447
1,2,205,289,34,56,17,39,24.478048780487804,46.482926829268294,1.0611539452979353,214,0.6445414152880863,16.15593100600236,1,0.7093425605536332,0.9423703360205994,18.523805977536462,18.027756377319946,7.0710678118654755,2.9244140485882815,2.8284271247461903,13.435028842544403,14.162735180314797,-42.36050140039976,52.2842712474619,0.9579439252336449,1,1,2.756862834095955,24.05098109692335,0.0833333358168602,0.027450986206531525,0.3511634692637675,0.08235294371843338,0.24705882370471954,0.06265597350218079,0.1173218590093822,0.11764705926179886,0.04313725605607033,0.04313725605607033,0.012043304600223426,0.04287612048522277,0.1411764770746231,24.299690209224863,46.785423113877556,0.0,24.478048780487804,46.482926829268294,0,21.0,51.0,0.0,2,0.004308012486992716,0.005157470703125,0.004663872452333989,0.004851367419738404,187.14193548387098,301.6953125,159.94871794871796,158.51724137931035,0.15033102163865428,-0.2619936251523725,0.2755087150867925,0.23802411312769778,4.535343247591846,4.955640457882087,4.469537259210081,4.4303758038725665,0.0005278416850936526,0.0003509521484375,0.0006149261895956609,0.0006231304808263973,7.980805453591547,7.720664941389348,7.920017603477634,7.817772710674751,-0.4388855775403409,-0.4954263476270924,-0.4526439868225834,-0.4646078611580627,0.9943590756524727,0.9968992775988922,0.9951284948077931,0.995582731752813,0.07090521171665079,0.0793418200550385,0.09786676791950047,0.12529389411704953,65.06451612903226,64.9921875,64.7948717948718,64.00689655172414,5.593663602442927,5.4144612075164655,5.639681031018748,5.659951787422186,253.36357960457917,176.42962646484375,281.5989480604858,257.55167657550464,110.1263787721125,119.53123474121094,110.38691650230112,104.01722948870383
1,3,339,483,98,60,77,37,87.25073746312684,47.663716814159294,1.206730788859054,372,0.7034753269662654,20.775663783985824,1,0.7018633540372671,0.8286852454850225,24.94741196939209,25.0,8.54400374531753,3.3871019149868444,3.0,18.19017187772497,17.730616665937756,-37.55908636287512,71.69848480983498,0.9112903225806451,1,1,3.886274628341198,53.75294263660908,0.09313725680112839,0.06078431010246277,0.5244657106713901,0.09019608050584793,0.3333333432674408,0.061686898862558695,0.15856325261536602,0.15882353484630585,0.03921568766236305,0.03921568766236305,0.012045743581091221,0.07195017239623558,0.21176470816135406,87.64755234837668,47.32078500094535,0.0,87.25073746312684,47.663716814159294,0,91.0,43.0,0.0,3,0.0021056241426611793,0.0024038018751496608,0.002122043372496249,0.0022222222222222227,382.8740740740741,782.9270386266094,375.6474820143884,343.3294117647059,0.387046617628089,-0.22431337988208286,0.3960584073529941,0.44420353009881197,5.194179407444205,5.640523015178596,5.166174408918325,5.031989296523093,0.0002377142280593595,0.00012759717012773055,0.00024304029312744756,0.00027375791937576927,8.944390087783555,8.749358301297356,8.948042601484925,8.86590289763469,-0.48738354804058726,-0.515296924150953,-0.48784804230356393,-0.49464859422171714,0.9984294755839205,0.998847546891481,0.9984445268173975,0.9985248038917188,0.06246235184169885,0.07051007062444647,0.05859571013749429,0.05979663464263061,88.71851851851851,90.72103004291846,88.31654676258992,89.39215686274508,6.530276364308738,6.10646262358406,6.544662490423251,6.5170175192665,866.4022496570642,496.03805559137254,868.3386470679561,892.1207227989262,312.319080932785,319.741273554494,310.99653227058616,308.8625336409066
1,4,329,462,24,78,3,56,13.29483282674772,65.55623100303951,1.07832871602465,344,0.15063498413064438,20.466944330257718,1,0.7121212121212122,0.9273610033187141,20.679722974892087,21.213203435596427,9.219544457292887,3.617513459178602,3.1622776601683795,19.091883092036785,20.443755971362936,-82.75749237856455,66.76955262170047,0.9563953488372093,1,1,3.7490197345614433,52.52156988158822,0.10196078568696976,0.04117646813392639,0.47861877084538723,0.14509804546833038,0.3490196168422699,0.06694678097431149,0.15964003003522256,0.17450980842113495,0.03529411926865578,0.03529411926865578,0.022623275963107023,0.06490126542269245,0.2078431397676468,13.765773175419495,65.4708429722714,0.0,13.29483282674772,65.55623100303951,0,19.0,61.0,0.0,4,0.002596992653810835,0.0027491291578444106,0.002565153485216802,0.0025239483548521453,303.6212121212121,475.2768595041322,331.47744360902254,425.7673469387755,0.33733361851028076,0.040035517919566735,0.2925266770161278,0.0918827398189608,4.946464234227697,5.31073609351116,5.046340563638662,5.253769163648345,0.00032515814712784385,0.00021501432220190044,0.00025216899112163587,0.00020511001074655105,8.701480009460798,8.638803578138987,8.731525234453201,8.71823069408695,-0.45211002664435135,-0.46912840820431567,-0.4480709061165022,-0.44523133287874567,0.9968947965883136,0.9974876375743746,0.9967640626224599,0.9966022409281565,0.10145506710408625,0.06331943702176109,0.05859902894847547,0.05645931606131243,89.03787878787878,89.24380165289256,88.96616541353383,88.69795918367348,6.283483264910668,6.0309652797876945,6.148391120742649,6.096252660234676,612.7409894398534,514.9198995970237,605.5965995816605,511.9250978758846,229.09055039026634,247.5491897752886,234.2685107976713,234.42311120366617
1,5,204,285,49,83,34,64,40.96568627450981,72.66176470588235,1.0903841679737127,215,0.67085505029715,16.11647812414279,1,0.7157894736842105,0.9171079600855946,18.86686616475185,18.24828759089466,7.0,2.8295489566504095,2.8284271247461903,13.524562584551424,13.99145095539488,-7.501325071013619,52.8700576850888,0.9488372093023256,1,1,2.8588236086070538,23.909804556518793,0.08235294371843338,0.0313725546002388,0.12168317519933604,0.10196078568696976,0.239215686917305,0.06352941352460119,0.11720492429666075,0.11764705926179886,0.03921568766236305,0.03921568766236305,0.01277037951808787,0.04298530442541448,0.14509804546833038,40.86517959816752,72.73035918916796,0.0,40.96568627450981,72.66176470588235,0,40.0,74.0,0.0,5,0.0043269008283585535,0.004494318503024478,0.00470709228274198,0.004460423875432525,183.22448979591837,276.09022556390977,118.31446540880503,183.49264705882356,0.21212797787836363,-0.11225034059216038,0.459393436394902,0.21622069456063603,4.664900427318795,4.7088364340548825,4.386861864960377,4.517861904704346,0.0004377415487987262,0.00041915382841085577,0.0005877433999802674,0.0005543285901004215,7.936033654345458,7.859793713696676,7.85992981057584,7.874227547132692,-0.4812777628872769,-0.5011155513870077,-0.48225300397587206,-0.48540309625286016,0.9967245850770317,0.9973871181892134,0.9966079475583725,0.9967809018933804,0.09106223756373616,0.0453924534208458,0.09097185767898514,0.04662872280739572,65.59183673469387,66.2406015037594,65.30817610062893,65.5514705882353,5.697406443225622,5.487172616611497,5.690281507281676,5.651195084725867,281.8878245175629,220.36316354796782,319.39559352873766,284.73264489619214,116.27807857837047,124.11334727796952,109.42751473438602,117.05632298875457
1,6,196,240,142,86,126,71,133.53571428571428,78.03571428571429,0.9833255769601815,200,0.5874583371746767,15.797308339337176,1,0.8166666666666667,1.0169571741349037,17.560592013602164,17.204650534085253,7.0710678118654755,2.9498359133181924,2.8284271247461903,13.435028842544403,14.210986550695797,50.17011257437415,49.21320343559643,0.98,1,1,2.8588236309587955,23.286275196820498,0.09019608050584793,0.027450978755950928,0.19574009955980806,0.09803921729326248,0.21960784494876862,0.06648427048741384,0.11880752651439029,0.11764705926179886,0.04313725605607033,0.04313725605607033,0.012196176920476637,0.039580969593779845,0.1411764770746231,133.3433816152068,78.07207814732364,0.0,133.53571428571428,78.03571428571429,0,130.0,78.0,0.0,6,0.0046050611815271255,0.0048118512110726635,0.004337107377647919,0.005038968019349638,147.15231788079473,145.38970588235296,151.9189189189189,224.64754098360658,0.23454649568477082,0.26447609134558486,0.21064007848927108,-0.16548557832488422,4.465785916366301,4.4725537968322495,4.542928073584035,4.665294798562974,0.0006286139005447987,0.0006027939392583932,0.000570046725620582,0.00048666081201343737,7.877412851879203,7.796949789747935,7.934082504127847,7.7216408211339775,-0.4413398052814266,-0.4593319750919844,-0.42926444172016803,-0.4748185941875739,0.9942080030365352,0.9952035684639461,0.9934379524298302,0.9959087018198759,0.10246643770542097,0.09964537635731173,0.11280890377185344,0.06053467504628006,64.88741721854305,65.65441176470588,65.59459459459461,65.15573770491804,5.585337919293143,5.596095103151234,5.563136245326324,5.412724095649942,237.3316959782469,249.9467452422141,232.99780861942781,160.8527949475938,96.12100346476018,98.83411278114136,96.22918188458743,96.3750839828001
1,7,667,960,89,93,49,69,68.37181409295353,81.11544227886057,1.2754984146801216,709,0.7952149578664772,29.14190756176324,1,0.6947916666666667,0.7840072464933537,37.73153028179618,39.05124837953327,11.180339887498949,4.508371201309774,4.123105625617661,23.0,22.87766858167009,86.76676824021162,103.39696961966999,0.9407616361071932,1,1,5.254902102053165,94.77647299692035,0.0941176488995552,0.047058820724487305,0.6591557063378322,0.11764705926179886,0.2823529541492462,0.061103512814571694,0.1420936626640485,0.14509804546833038,0.04313725605607033,0.04313725605607033,0.01445788960234354,0.05801931763263557,0.1882352977991104,67.73224925411863,80.95593346366901,0.0,68.37181409295353,81.11544227886057,0,60.0,79.0,0.0,7,0.0017061751068485074,0.0013852738230413129,0.001580165289256198,0.001430580307418133,124.83333333333333,277.5084112149533,205.9672727272727,250.14552238805965,0.6961595003868878,0.3052194222243997,0.46204011605443657,0.36220973325606015,4.489577619732188,5.065621567699145,4.8517705127073665,4.961401550485843,0.0005662388586519498,0.0002963522369742693,0.0003554925567105917,0.0003005080892259267,9.45991289175712,9.64021072989803,9.514101683892662,9.614264441381785,-0.33539708120277895,-0.3051717159067194,-0.3195636972838771,-0.3040735868061766,0.9888875414569933,0.9843444837834622,0.9864979194241942,0.983960519957905,0.1477231040419155,0.07754025196850761,0.09492196249417925,0.066624413528798,76.29124579124579,78.64112149532713,79.12,79.20522388059699,6.493093641434747,6.346930022023553,6.395784918290834,6.364409529657485,696.8697213436271,521.3291501441145,559.7674181818165,534.2675846513721,205.4257636692396,199.70939033976742,191.4336727272721,196.10327675985695
1,8,505,784,39,98,11,70,24.04950495049505,83.97227722772277,1.169642030013691,535,0.27511720110973537,25.357168021907675,1,0.6441326530612245,0.8549624366596118,26.044860435316632,27.294688127912362,11.40175425099138,4.288468226715185,3.605551275463989,23.33452377915607,25.0398073884573,-49.26115924681503,86.15432893255071,0.9439252336448598,1,1,4.7058824598789215,87.50196316838264,0.09803921729326248,0.06666666269302368,0.48441156661452717,0.125490203499794,0.42352941632270813,0.0672268922839846,0.1732712141948171,0.15294118225574493,0.04313725605607033,0.04313725605607033,0.02079631550027974,0.0955271868440424,0.2343137264251709,24.51570832712152,84.1038408149801,0.0,24.04950495049505,83.97227722772277,0,27.0,83.0,0.0,8,0.0014894175902173486,0.0015478288735779526,0.001454369847936929,0.0014367463974120185,381.51063829787245,579.1949367088607,280.3056872037914,576.9603960396039,0.6680095617451595,0.522406926578788,0.7569962690415748,0.5096563049295101,5.167378448396361,5.437824146110306,4.988954073936361,5.539454190373883,0.0002195248036358847,0.00015426709032170368,0.0002445089738530966,0.00013965877066980957,9.47918421361447,9.419354982294017,9.501300877090687,9.500402355271195,-0.495232552272372,-0.5103972696533179,-0.49174321316492925,-0.4951216645266516,0.9990239817375423,0.9992132867030417,0.9989801851362234,0.9990357311740641,0.03656500081229434,0.03356498567101373,0.07153848252100663,0.05147383196698129,97.29314420803783,98.52658227848102,97.36729857819905,98.56930693069307,6.965997786898367,6.968391741045908,7.010265175859851,6.911570205247099,1916.8124116269573,1846.2796731293038,2026.7015846454487,1776.329354965199,574.5807624812073,606.3686524595414,576.7518179623098,588.322437751201
1,9,250,342,128,101,110,82,118.24,90.328,1.0170929605430366,257,0.4958729383121708,17.841241161527712,1,0.7309941520467836,0.9831942986470869,19.16674469518368,18.973665961010276,8.48528137423857,3.279331068862925,2.8284271247461903,15.556349186104045,16.64430694831264,40.32094687827388,56.526911934581186,0.9727626459143969,1,1,2.8509804755449295,27.37254973500967,0.08235294371843338,0.019607849419116974,0.6221640499941921,0.08627451211214066,0.2980392277240753,0.060659159054147434,0.10949019894003868,0.10588235408067703,0.04313725605607033,0.04313725605607033,0.010066604958686049,0.043114719460860026,0.125490203499794,118.75988540699872,90.6697707838522,0.0,118.24,90.328,0,122.0,94.0,0.0,9,0.0043786982248520704,0.0045023045694575865,0.00441222407330279,0.0051041103299080594,200.72820512820513,208.26519337016575,179.1683673469388,226.80813953488374,0.18956687157133995,0.010743396402590196,0.28374741477142157,0.16035789351051996,4.531245227578237,4.54076578185105,4.50228750767441,4.632938089911157,0.000598092106583615,0.000524670594443927,0.0005818364740783431,0.0005135244251860462,8.04638632408164,7.984463497496773,8.035478594048978,7.8623477869131975,-0.375001355241706,-0.3713850709373254,-0.38510105448223464,-0.4284075683568462,0.9877315869694733,0.9868066295114927,0.9891119635735075,0.993099473958531,0.14422676712324922,0.14124686399520348,0.14549931627391882,0.10796588640463273,59.93846153846154,58.34254143646409,59.95408163265305,59.866279069767444,5.537882415416856,5.504013551136301,5.518263437722297,5.406322362961461,294.63211045364915,212.78874271237146,321.125442523949,313.44142103839886,123.84007889546353,105.26348402063422,125.07345246772161,135.06239014332084
1,10,567,840,110,103,82,73,96.72663139329806,88.58553791887125,1.3115412562729272,607,0.6982568073817449,26.86869594648831,1,0.675,0.762461718392108,32.651891376069635,33.421549934136806,10.770329614269007,4.140727602340928,4.0,24.652020214506866,23.37376996976418,-33.16231902637997,96.66904755831214,0.9341021416803954,1,1,6.498039402067661,73.13333528861403,0.09019608050584793,0.039215683937072754,1.3116256121038627,0.1921568661928177,0.24313725531101227,0.07828963135021279,0.12898295465364026,0.125490203499794,0.0470588244497776,0.0470588244497776,0.03846889237041246,0.046895204691314536,0.16862745583057404,96.54710707109406,89.88481955272283,0.0,96.72663139329806,88.58553791887125,0,100.0,96.0,0.0,10,0.0022759002770083095,0.002073356401384083,0.0022184965029043674,0.002162036443722975,117.57684210526311,157.96470588235292,49.96913580246914,117.11764705882356,0.5294933098262194,0.38810348511253523,0.8098354595961291,0.554249999004152,4.4840075175079654,4.664431024279381,3.851903883240106,4.44905871677571,0.0005668663443627165,0.0004687372116602627,0.0009539331434222593,0.0006207275938697925,9.112080808540187,9.083560252240378,9.068213302218577,9.100089839274926,-0.30068641962442366,-0.3052086075880158,-0.3136486456924759,-0.3075006726522375,0.9799142078393858,0.9808446213545128,0.9827113309859281,0.9815104126761418,0.12335872373920562,0.09666350393807599,0.15458404810527804,0.13347137467407108,70.57052631578945,71.65882352941176,68.5658436213992,69.32679738562092,6.048987983618374,5.990661588612612,6.254206131041485,6.128000817353801,382.2113418282579,358.3471280276817,475.5666522718402,408.3681490025192,124.9470459833799,129.07795847750845,131.38394701857828,131.3714490153361
